idstd,id,COVb0,COVb1a,COVb1b,COVb2a,COVb2b,COVb2c,COVb3a,COVb4,COVc3,COVc1,COVc2a,COVc2b,COVc2c,COVc4a,COVc4b,COVc4c,COVc5,COVc6,COVd1,COVd3a,COVd3b,COVd4,COVd6,COVd8,COVe1a,COVe1b,COVe1c,COVe2,COVe3a,COVe3b,COVe3c,COVe4,COVe5,COVf1,COVf2a,COVf2b,COVf2c,COVf2d,COVf2e,COVf2f,COVf2fx,COVg2,COVh1,COVh2a,COVh2b,COVh2c,COVh2d,COVh2e,COVh2f
657039,1226,Open,Yes,Don't know,Decrease,,35,100,Decrease,Yes,50,Decrease,Remain the same,Remain the same,Yes,Yes,Yes,20,Don't know,150,Remain the same,Decrease,10,0,50,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,No,No,No,,Don't know,,,,,,,
657040,671,Open,Yes,4,Remain the same,,,100,Does not apply,No,70,Increase,Remain the same,Remain the same,Yes,Yes,No,Don't know,10,130,Remain the same,Remain the same,,,Don't know,Remain the same,Increase,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657041,375,Open,Yes,2,Remain the same,,,70,Decrease,Yes,70,Remain the same,Remain the same,Remain the same,Yes,Yes,Yes,Don't know,20,115,Remain the same,Decrease,30,3,20,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,"No, but expect to receive them in the next 3 months",Yes,No,No,Yes,No,No,,8,,,,,,,
657042,80,Open,Yes,2,Decrease,,5,100,Does not apply,No,80,Remain the same,Decrease,Decrease,No,No,No,0,0,100,Remain the same,Remain the same,,,Don't know,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,2,,,,,,,
657043,968,Open,No,,Remain the same,,,100,Does not apply,Yes,100,Remain the same,Remain the same,Remain the same,No,Yes,Yes,35,20,110,Remain the same,Remain the same,,,Does not apply,Remain the same,Don't know,Don't know,,No,No,No,Does not apply,No,No,,,,,,,,6,,,,,,,
657044,1047,Open,No,,Decrease,,20,100,Does not apply,Yes,80,Remain the same,Decrease,Decrease,No,No,No,0,0,469,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,8,,,,,,,
657045,1075,Open,Yes,4,Decrease,,40,100,Does not apply,Yes,75,Decrease,Decrease,Decrease,Yes,Yes,Yes,50,Don't know,100,Remain the same,Remain the same,,,20,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,No,Yes,No,,Don't know,,,,,,,
657046,220,Open,No,,Remain the same,,,100,Does not apply,Yes,80,Remain the same,Remain the same,Remain the same,Yes,Yes,Yes,50,10,300,Remain the same,Decrease,Don't know,Don't know,Don't know,Remain the same,Remain the same,Don't know,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657047,167,Open,Yes,Don't know,Decrease,,35,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,Don't know,Don't know,20,Remain the same,Decrease,Don't know,Don't know,10,Decrease,Decrease,Decrease,None of the above,No,Yes,No,Does not apply,No,"No, but expect to receive them in the next 3 months",Don't know,Don't know,Don't know,Yes,Don't know,No,,3,,,,,,,
657048,11,Open,Yes,4,Remain the same,,,85,Decrease,No,70,Decrease,Remain the same,Decrease,No,No,No,40,10,170,Remain the same,Decrease,30,5,40,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,6,,,,,,,
657049,1123,Open,Yes,1,Decrease,,40,100,Does not apply,Yes,60,Decrease,Decrease,Decrease,Yes,Yes,No,50,0,300,Decrease,Decrease,20,0,40,Decrease,Increase,Increase,None of the above,No,No,No,No,No,No,,,,,,,,8,,,,,,,
657050,96,Open,No,,Decrease,,100,100,Does not apply,No,0,Decrease,Decrease,Decrease,No,No,No,10,0,Don't know,Remain the same,Remain the same,,,Don't know,Decrease,Decrease,Remain the same,Loans from commercial banks,Yes,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
657051,681,Open,Yes,10,Decrease,,40,100,Does not apply,No,65,Decrease,Decrease,Decrease,No,Yes,Yes,Don't know,15,160,Decrease,Decrease,30,Don't know,10,Decrease,Remain the same,Increase,Loans from commercial banks,Yes,Yes,No,Yes,No,No,,,,,,,,Don't know,,,,,,,
657052,285,Open,Yes,5,Decrease,,40,100,Does not apply,No,50,Decrease,Decrease,Don't know,No,Yes,Yes,Don't know,0,100,Decrease,Remain the same,20,20,Don't know,Decrease,Decrease,Increase,Delaying payments to suppliers or workers,Yes,No,Yes,Yes,No,No,,,,,,,,Don't know,,,,,,,
657053,909,Open,No,,Remain the same,,,100,Does not apply,Yes,Don't know,Remain the same,Remain the same,Decrease,No,No,Yes,Don't know,10,205,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Increase,,No,No,No,No,No,No,,,,,,,,8,,,,,,,
657054,136,Open,Yes,4,Decrease,,40,100,Decrease,No,60,Decrease,Decrease,Decrease,No,No,Yes,10,10,100,Remain the same,Don't know,,,Don't know,Don't know,Remain the same,Don't know,,Don't know,Don't know,Don't know,Don't know,No,No,,,,,,,,Don't know,,,,,,,
657055,551,Open,No,,Remain the same,,,80,Decrease,No,80,Remain the same,Decrease,Remain the same,Yes,Yes,Yes,30,15,600,Remain the same,Don't know,,,Don't know,Remain the same,Don't know,Don't know,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657056,618,Open,Yes,2,Remain the same,,,100,Does not apply,No,80,Remain the same,Remain the same,Remain the same,No,Yes,No,Don't know,15,100,Remain the same,Remain the same,,,40,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657057,986,Open,No,,Decrease,,20,100,Does not apply,Yes,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,10,25,410,Remain the same,Decrease,48,0,70,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,2,,,,,,,
657058,1177,Temporarily closed,,10,Decrease,,40,100,Does not apply,No,70,Decrease,Decrease,Remain the same,Yes,No,No,20,0,100,Decrease,Remain the same,Don't know,0,0,Decrease,Increase,Increase,Loans from commercial banks,Yes,No,No,No,No,No,,,,,,,,5,,,,,,,
657059,116,Open,Yes,10,Decrease,,100,100,Does not apply,No,0,Decrease,Decrease,Decrease,No,No,No,Don't know,1,150,Remain the same,Remain the same,,,Don't know,Decrease,Don't know,Don't know,Delaying payments to suppliers or workers,Yes,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
657060,117,Open,Yes,2,Remain the same,,,95,Decrease,Yes,90,Remain the same,Remain the same,Remain the same,No,No,Yes,0,5,150,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,3,,,,,,,
657061,703,Open,Yes,3,Decrease,,30,100,Does not apply,No,60,Decrease,Decrease,Decrease,Yes,No,No,0,0,125,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,None of the above,Yes,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
657062,546,Open,Yes,2,Decrease,,35,100,Does not apply,No,60,Decrease,Decrease,Decrease,No,No,No,0,5,100,Remain the same,Decrease,Don't know,Don't know,Don't know,Decrease,Decrease,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657063,259,Open,Yes,2,Decrease,,15,100,Does not apply,No,80,Decrease,Decrease,Decrease,Yes,No,No,5,0,107,Remain the same,Decrease,0,0,0,Decrease,Decrease,Increase,Equity finance,No,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
657064,634,Open,Yes,2,Decrease,,15,70,Decrease,Yes,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,15,20,117,Remain the same,Remain the same,,,0,Remain the same,Increase,Increase,,No,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
657065,1309,Open,No,,Remain the same,,,100,Does not apply,Yes,100,Remain the same,Remain the same,Remain the same,No,No,Yes,20,0,425,Don't know,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
657066,498,Open,Yes,1,Increase,20,,70,Increase,Yes,100,Increase,Increase,Increase,Yes,Yes,Yes,35,40,101,Remain the same,Remain the same,,,0,Increase,Increase,Increase,,No,No,No,Does not apply,No,"No, but expect to receive them in the next 3 months",Yes,No,No,No,No,No,,3,,,,,,,
657067,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657068,1301,Open,No,,Increase,10,,100,Does not apply,No,100,Remain the same,Increase,Increase,Yes,No,Yes,20,Don't know,200,Increase,Remain the same,,,Does not apply,Increase,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657069,236,Open,Yes,3,Remain the same,,,100,Don't know,No,60,Remain the same,Remain the same,Remain the same,No,No,Yes,Don't know,30,150,Remain the same,Don't know,,,20,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657070,810,Open,No,,Remain the same,,,100,Decrease,No,Don't know,Remain the same,Remain the same,Remain the same,No,No,No,100,Don't know,180,Decrease,Decrease,Don't know,20,Does not apply,Decrease,Decrease,Remain the same,Equity finance,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,3,,,,,,,
657071,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657072,325,Open,Yes,3,Decrease,,20,70,Decrease,No,100,Remain the same,Remain the same,Decrease,Yes,Yes,No,5,0,145,Remain the same,Decrease,15,0,0,Decrease,Increase,Increase,Delaying payments to suppliers or workers,No,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
657073,1302,Open,No,,Remain the same,,,100,Does not apply,No,95,Remain the same,Remain the same,Remain the same,No,No,Yes,30,25,190,Remain the same,Decrease,Don't know,Don't know,Don't know,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,6,,,,,,,
657074,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657075,941,Open,Yes,8,Decrease,,50,100,Does not apply,Yes,Don't know,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,5,400,Decrease,Decrease,Don't know,Don't know,100,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,Yes,No,,4,,,,,,,
657076,795,Open,Yes,6,Decrease,,40,100,Does not apply,No,50,Decrease,Decrease,Decrease,No,Yes,Yes,10,0,20,Decrease,Remain the same,3,2,10,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
657077,1046,Open,No,,Increase,20,,100,Does not apply,Yes,100,Remain the same,Remain the same,Remain the same,No,Yes,Yes,20,10,373,Remain the same,Remain the same,,,Does not apply,Increase,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,9,,,,,,,
657078,179,Open,Yes,4,Remain the same,,,100,Does not apply,No,80,Remain the same,Remain the same,Remain the same,No,No,No,Don't know,Don't know,800,Remain the same,Remain the same,,,400,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657079,110,Open,Yes,7,Decrease,,40,100,Does not apply,Yes,Don't know,Decrease,Decrease,Decrease,No,Yes,Yes,Don't know,5,275,Remain the same,Remain the same,,,60,Decrease,Remain the same,Remain the same,Don't know,Yes,Yes,No,No,No,No,,,,,,,,5,,,,,,,
657080,177,Open,No,,Remain the same,,,100,Does not apply,No,90,Remain the same,Remain the same,Remain the same,No,No,No,0,0,760,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,12,,,,,,,
657081,417,Open,Yes,2,Remain the same,,,75,Remain the same,Yes,80,Remain the same,Remain the same,Remain the same,No,No,Yes,0,15,1240,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,8,,,,,,,
657082,388,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed before COVID-19 outbreak,Yes,Yes,Yes,Yes,No,No
657083,726,Open,Yes,2,Remain the same,,,100,Does not apply,Yes,60,Remain the same,Remain the same,Remain the same,Yes,Yes,Yes,Don't know,Don't know,718,Remain the same,Remain the same,,,Don't know,Decrease,Decrease,Decrease,None of the above,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657084,557,Open,Yes,2,Decrease,,30,100,Does not apply,No,70,Decrease,Decrease,Decrease,No,No,No,0,0,110,Remain the same,Remain the same,,,0,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,4,,,,,,,
657085,1296,Open,No,,Remain the same,,,100,Does not apply,Yes,100,Remain the same,Remain the same,Remain the same,No,No,No,0,0,310,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,12,,,,,,,
657086,518,Open,Yes,2,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,No,30,10,140,Decrease,Decrease,10,0,5,Decrease,Remain the same,Increase,Loans from commercial banks,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,Yes,No,,4,,,,,,,
657087,1063,Open,Yes,2,Decrease,,10,100,Does not apply,Yes,70,Remain the same,Decrease,Decrease,Yes,Yes,Yes,20,0,10,Remain the same,Remain the same,,,0,Decrease,Increase,Decrease,None of the above,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,Yes,No,,Don't know,,,,,,,
657088,805,Open,Yes,1,Remain the same,,,85,Decrease,Yes,90,Remain the same,Remain the same,Remain the same,No,No,Yes,0,5,100,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
657089,458,Open,Yes,4,Decrease,,40,100,Does not apply,No,40,Decrease,Decrease,Decrease,No,No,Yes,10,20,500,Remain the same,Decrease,Don't know,Don't know,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,15,,,,,,,
657090,334,Open,No,,Decrease,,20,80,Decrease,Yes,70,Remain the same,Decrease,Remain the same,Yes,No,Yes,15,20,145,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,10,,,,,,,
657091,992,Open,No,,Increase,5,,100,Don't know,No,100,Remain the same,Increase,Don't know,No,No,No,Don't know,Don't know,120,Remain the same,Remain the same,,,0,Remain the same,Increase,Increase,,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,No,Yes,No,,5,,,,,,,
657092,1277,Open,No,,Decrease,,30,100,Does not apply,No,70,Remain the same,Decrease,Decrease,No,No,No,0,0,108,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,4,,,,,,,
657093,743,Open,No,,Remain the same,,,100,Does not apply,No,100,Remain the same,Remain the same,Remain the same,No,No,Yes,10,5,355,Remain the same,Don't know,,,Does not apply,Increase,Increase,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,10,,,,,,,
657094,676,Open,Yes,3,Remain the same,,,100,Does not apply,No,90,Remain the same,Remain the same,Decrease,Yes,Yes,No,15,5,115,Remain the same,Decrease,0,0,0,Increase,Increase,Increase,,No,Yes,No,Does not apply,No,No,,,,,,,,2,,,,,,,
657095,1154,Open,No,,Decrease,,30,90,Remain the same,Yes,70,Remain the same,Decrease,Decrease,Yes,No,Yes,10,10,104,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Increase,Equity finance,No,No,No,No,No,No,,,,,,,,8,,,,,,,
657096,256,Open,Yes,5,Decrease,,30,100,Does not apply,No,80,Decrease,Decrease,Decrease,No,No,Yes,10,Don't know,200,Decrease,Increase,20,0,0,Decrease,Decrease,Increase,Don't know,Yes,No,No,No,No,Don't know,,,,,,,,4,,,,,,,
657097,842,Open,No,,Increase,12,,60,Remain the same,Yes,100,Remain the same,Increase,Remain the same,Yes,Yes,Yes,30,50,142,Remain the same,Decrease,9,0,0,Increase,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,4,,,,,,,
657098,691,Open,Yes,2,Remain the same,,,95,Decrease,No,85,Remain the same,Remain the same,Remain the same,No,Yes,No,0,0,100,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657099,426,Open,Yes,4,Decrease,,20,100,Does not apply,No,80,Decrease,Decrease,Decrease,No,Yes,Yes,40,Don't know,250,Decrease,Increase,Don't know,0,50,Decrease,Decrease,Increase,Delaying payments to suppliers or workers,Yes,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,No,Yes,No,,Don't know,,,,,,,
657100,173,Open,Yes,4,Decrease,,50,95,Decrease,Yes,50,Decrease,Decrease,Decrease,No,No,Yes,Don't know,30,120,Remain the same,Decrease,Don't know,0,Does not apply,Decrease,Remain the same,Increase,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
657101,1028,Open,No,,Decrease,,20,70,Decrease,Yes,70,Remain the same,Decrease,Decrease,Yes,No,No,0,0,500,Decrease,Decrease,30,0,20,Decrease,Remain the same,Increase,Equity finance,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,,8,,,,,,,
657102,441,Open,Yes,4,Remain the same,,,100,Does not apply,No,65,Remain the same,Remain the same,Remain the same,No,Yes,No,0,10,240,Remain the same,Remain the same,,,200,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657103,64,Open,Yes,1,Remain the same,,,100,Does not apply,Yes,80,Remain the same,Remain the same,Remain the same,No,Yes,Yes,0,5,106,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,2,,,,,,,
657104,1251,Open,Yes,8,Remain the same,,,100,Does not apply,No,Don't know,Decrease,Decrease,Decrease,No,No,No,Don't know,Don't know,125,Remain the same,Remain the same,,,Does not apply,Remain the same,Decrease,Decrease,,No,No,No,Does not apply,Don't know,No,,,,,,,,9,,,,,,,
657105,1040,Open,Yes,4,Decrease,,30,100,Does not apply,No,60,Decrease,Decrease,Decrease,No,No,Yes,60,5,90,Decrease,Decrease,20,30,Don't know,Decrease,Decrease,Decrease,Loans from commercial banks,No,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
657106,943,Open,No,,Decrease,,8,100,Does not apply,Yes,100,Decrease,Remain the same,Decrease,Yes,No,No,60,10,15,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Decrease,None of the above,No,No,No,Does not apply,No,No,,,,,,,,12,,,,,,,
657107,623,Open,Yes,2,Remain the same,,,95,Decrease,Yes,80,Decrease,Remain the same,Decrease,No,No,Yes,0,5,350,Decrease,Decrease,100,Don't know,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657108,999,Open,No,,Remain the same,,,100,Does not apply,Yes,100,Decrease,Remain the same,Decrease,No,No,No,0,0,300,Remain the same,Remain the same,,,Does not apply,Decrease,Increase,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657109,779,Open,Yes,2,Remain the same,,,95,Decrease,Yes,85,Remain the same,Remain the same,Remain the same,No,Yes,Yes,5,5,300,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
657110,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657111,705,Open,Yes,3,Decrease,,20,70,Decrease,Yes,80,Remain the same,Remain the same,Remain the same,Yes,Yes,No,15,0,115,Remain the same,Decrease,2,0,0,Remain the same,Remain the same,Increase,,Yes,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
657112,1307,Open,No,,Increase,Don't know (spontaneous),,100,Don't know,Yes,100,Remain the same,Increase,Increase,Yes,Yes,Yes,35,30,245,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,Don't know,Don't know,Don't know,No,No,No,,,,,,,,8,,,,,,,
657113,939,Open,No,,Remain the same,,,100,Does not apply,No,100,Remain the same,Decrease,Decrease,Yes,Yes,No,40,10,15,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,Does not apply,No,No,,,,,,,,8,,,,,,,
657114,839,Open,Yes,4,Decrease,,25,100,Does not apply,No,Don't know,Decrease,Decrease,Remain the same,No,No,No,Don't know,10,155,Remain the same,Remain the same,,,50,Remain the same,Remain the same,Increase,,Yes,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657115,572,Open,No,,Decrease,,30,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,No,No,3,0,112,Remain the same,Decrease,5,0,0,Decrease,Decrease,Decrease,None of the above,Yes,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
657116,126,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed before COVID-19 outbreak,Yes,No,Yes,Yes,No,No
657117,932,Open,No,,Remain the same,,,100,Decrease,No,100,Remain the same,Remain the same,Increase,Don't know,No,No,Don't know,50,450,Don't know,Don't know,,,Does not apply,Increase,Increase,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657118,423,Open,No,,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,No,5,0,103,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Increase,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,4,,,,,,,
657119,1188,Open,Yes,1,Decrease,,30,100,Does not apply,No,70,Decrease,Decrease,Decrease,No,No,No,0,0,191,Remain the same,Decrease,5,0,7,Decrease,Remain the same,Decrease,Equity finance,No,No,No,No,No,No,,,,,,,,8,,,,,,,
657120,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657121,1257,Open,No,,Decrease,,35,70,Decrease,Yes,65,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,10,129,Remain the same,Decrease,11,0,0,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,4,,,,,,,
657122,1213,Open,Yes,2,Decrease,,20,100,Does not apply,No,80,Remain the same,Remain the same,Decrease,Yes,No,No,3,0,482,Remain the same,Decrease,0,0,0,Remain the same,Increase,Increase,,No,No,No,No,No,No,,,,,,,,3,,,,,,,
657123,107,Open,No,,Decrease,,30,60,Decrease,Yes,70,Remain the same,Decrease,Decrease,No,Yes,No,10,0,108,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,12,,,,,,,
657124,1204,Open,Yes,8,Decrease,,Don't know (spontaneous),100,Does not apply,Yes,70,Decrease,Decrease,Remain the same,No,No,Yes,10,10,102,Remain the same,Don't know,,,Does not apply,Decrease,Decrease,Decrease,Loands from non-banking financial institutions,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657125,250,Open,Yes,5,Decrease,,12,100,Does not apply,Yes,75,Remain the same,Decrease,Remain the same,No,No,Yes,0,30,133,Remain the same,Decrease,22,0,Does not apply,Decrease,Increase,Increase,Delaying payments to suppliers or workers,Yes,Yes,No,Does not apply,No,No,,,,,,,,6,,,,,,,
657126,226,Open,No,,Remain the same,,,100,Does not apply,Yes,90,Remain the same,Remain the same,Remain the same,No,No,No,0,0,460,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,12,,,,,,,
657127,1191,Open,No,,Remain the same,,,100,Does not apply,No,100,Remain the same,Remain the same,Remain the same,No,No,No,30,0,260,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657128,382,Open,No,,Decrease,,30,100,Does not apply,No,90,Remain the same,Decrease,Decrease,No,No,Yes,50,2,230,Remain the same,Remain the same,,,Don't know,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,Yes,No,"No, but expect to receive them in the next 3 months",No,No,No,No,Yes,No,,8,,,,,,,
657129,592,Open,Yes,7,Decrease,,30,100,Does not apply,Yes,60,Remain the same,Decrease,Decrease,Yes,No,Yes,15,50,715,Decrease,Decrease,20,Don't know,Don't know,Decrease,Decrease,Remain the same,Delaying payments to suppliers or workers,No,Yes,No,No,No,"No, but expect to receive them in the next 3 months",Don't know,Don't know,Don't know,Don't know,Don't know,No,,Don't know,,,,,,,
657130,349,Open,Yes,4,Decrease,,30,100,Does not apply,Yes,60,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,10,139,Decrease,Remain the same,35,0,58,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,No,No,No,,Don't know,,,,,,,
657131,725,Open,Yes,2,Decrease,,20,100,Does not apply,No,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,10,20,38,Remain the same,Decrease,5,0,6,Decrease,Decrease,Decrease,Loans from commercial banks,Yes,No,Yes,No,No,No,,,,,,,,1,,,,,,,
657132,1116,Open,Yes,4,Decrease,,30,100,Does not apply,No,60,Decrease,Decrease,Decrease,Yes,Yes,Yes,10,0,100,Remain the same,Remain the same,,,10,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,4,,,,,,,
657133,533,Open,Yes,5,Decrease,,30,90,Decrease,No,70,Decrease,Decrease,Decrease,No,No,Yes,Don't know,10,110,Remain the same,Don't know,,,Don't know,Decrease,Remain the same,Remain the same,None of the above,No,No,No,Don't know,No,No,,,,,,,,Don't know,,,,,,,
657134,792,Open,Yes,2,Remain the same,,,100,Does not apply,Yes,85,Remain the same,Remain the same,Remain the same,No,No,Yes,0,5,350,Decrease,Decrease,50,Don't know,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657135,1002,Open,Yes,5,Decrease,,70,100,Does not apply,No,20,Decrease,Decrease,Decrease,Yes,Yes,Yes,10,15,220,Decrease,Decrease,Don't know,Don't know,Don't know,Decrease,Don't know,Don't know,Loans from commercial banks,Don't know,Don't know,No,Don't know,No,No,,,,,,,,Don't know,,,,,,,
657136,1065,Open,Yes,4,Decrease,,10,100,Does not apply,No,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,5,280,Remain the same,Remain the same,,,0,Decrease,Increase,Increase,Loans from commercial banks,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,No,Yes,No,,Don't know,,,,,,,
657137,976,Open,Yes,2,Decrease,,15,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,5,10,190,Remain the same,Decrease,0,0,0,Decrease,Decrease,Remain the same,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,2,,,,,,,
657138,312,Open,Yes,2,Remain the same,,,100,Does not apply,No,100,Increase,Increase,Increase,Yes,No,No,0,0,656,Remain the same,Decrease,24,0,0,Increase,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,3,,,,,,,
