idstd,panelid,year,b1,b2c,b3,b5,b8,c22b,d12a,d1a1x,d1a3,d2,d3a,f1,f2,g5a,g5b,g5bx,g6a,h1,k1c,k2c,k4,k5a,k5f,k5i,k6,k7,k8,l1,l11a,l11b,l6,l8,n2a,n2b,n2e,n2f,n2i,n3,n5a,n5b,n7a,a17,_2012_2019_BMd1a,_2012_2019_BMd1b,_2012_2019_e2b,_2012_2019_h5,_2012_2019_BMh1,_2012_2019_BMh2,_2012_2019_BMh3,_2012_2019_h9,_2012_2019_g1a,_2012_2019_k3a,_2012_2019_k3bc,_2012_2019_k3e,_2012_2019_k3f,_2012_2019_BMk3hd,_2012_2019_k5bc,_2012_2019_k5e,_2012_2019_BMk5hdj,_2019_d1a1a,_2019_h8,_2019_BMk3a,_2019_BMk3b,_2019_k5a1,_2019_k5bc1,_2019_k5i1,_2019_k5e1,_2019_k5f1,_2019_BMk5a,_2019_BMk5a1,_2019_BMk5b,_2019_BMk5b1,_2019_BMk5hdj1,_2019_BMl1a,_2019_l11a1,_2019_l11b1,_2019_n2p
657226,657226,2019,Shareholding company with non-traded shares or shares traded privately,0,20,2000,Yes,Yes,80,Production Of Building Metal Structures,70,2700000000,50,Don't know (spontaneous),45,,,,0,No,15,20,No,,,,Yes,Yes,Yes,206,Don't know (spontaneous),Don't know (spontaneous),6,4,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,2600000000,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,10,Too many to count,Yes,Yes,Yes,Yes,1600000,0,50,35,0,10,0,,,,Manufacturing of ,Yes,0,5,,,,,,,,,,,70,,,Don't know (spontaneous)
657227,657227,2019,Shareholding company with non-traded shares or shares traded privately,0,80,2003,No,Yes,100,Production Of Meat Made Of Slaughter Animals And Poultry Meat,100,1000000000,50,70,84,,,,0,No,Don't know (spontaneous),Don't know (spontaneous),No,,,,Yes,Yes,Yes,437,,,30,One month or less,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,900000000,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,Don't know (spontaneous),Too many to count,Don't know (spontaneous),Yes,No,No,,0,40,30,0,30,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,Don't know (spontaneous)
657228,657228,2019,Shareholding company with shares traded on the stock market,0,95,2002,No,Yes,100,Concrete Production,Don't know (spontaneous),3460000000,100,Don't know (spontaneous),Don't know (spontaneous),,,,0,No,Don't know (spontaneous),10,No,,,,Yes,Yes,Yes,800,,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,Don't know (spontaneous),No,No,No,No,,0,50,25,25,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,Don't know (spontaneous),,,Don't know (spontaneous)
657229,657229,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2006,No,Yes,70,"Production Of Products Made Of Asphalt Or Similar Materials (Ceramic Plates, Bricks, Tiles, Concrete, Cement, Lime, Gypsum)",90,4400000000,100,80,60,,,,100,No,70,50,Yes,100,0,0,Yes,Yes,No,134,,,12,12,50000000,1000000,1500000000,20000000,,3700000000,60000000,0,450000000,Are estimates computed with some precision,Increase,10,Too many to count,No,No,Yes,No,500000,100,20,5,70,0,0,0,0,0,Manufacturing of ,Yes,0,5,,,,,,0,,0,,,,,,3500000000
657230,657230,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2002,No,Yes,60,Production Of Ceramic Plates And Tiles,100,1654190000,50,100,40,,,,0,No,0,20,No,,,,Yes,Yes,No,563,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,1619320000,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,10,Too many to count,No,No,Yes,No,,Does not apply is a floor in a building (spontaneous),80,0,0,20,0,,,,Manufacturing of ,No,0,0,,,,,,,,,,,Don't know (spontaneous),,,Don't know (spontaneous)
657231,657231,2019,Shareholding company with shares traded on the stock market,0,100,2006,Yes,Yes,Don't know (spontaneous),Production Of Industrial Refrigeration And Ventilation Equipment,80,209000000,100,100,40,,,,0,Yes,10,20,Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Yes,Yes,No,103,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,200000000,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Are estimates computed with some precision,Increase,10,Don't know (spontaneous),Yes,No,Yes,No,,Does not apply is a floor in a building (spontaneous),70,0,0,30,0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Manufacturing of ,No,0,0,,,,,,Don't know (spontaneous),,Don't know (spontaneous),,,30,,,Don't know (spontaneous)
657232,657232,2019,Shareholding company with shares traded on the stock market,0,60,1993,Yes,Yes,100,Condiment And Spice Production,70,1200000000,70,100,45,,,,100,Yes,Don't know (spontaneous),Don't know (spontaneous),No,,,,Yes,Yes,No,276,,,No full-time seasonal or temporary workers,,460000000,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,1220000000,,,Don't know (spontaneous),Are in some case taken from books and in some case estimates,Increase,10,Too many to count,Yes,Yes,Yes,No,500000,0,100,0,0,0,0,,,,Manufacturing of ,Yes,0,0,,,,,,,,,,,90,,,Don't know (spontaneous)
657233,657233,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2014,No,Yes,100,Milk And Dairy Production,85,100300000,70,90,40,,,,100,No,0,0,No,,,,Yes,No,No,263,,,No full-time seasonal or temporary workers,,25000000,Don't know (spontaneous),15000000,Don't know (spontaneous),,91300000,,,9000000,Are taken directly from establishment records,Increase,30,Too many to count,No,No,No,No,,100,60,0,0,40,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,26000000
657234,657234,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2008,No,Yes,80,Production Of Gypsum Products For Use In Construction,90,550000000,70,Don't know (spontaneous),40,,,,100,No,Don't know (spontaneous),Don't know (spontaneous),Yes,,,,Yes,No,Yes,248,,,No full-time seasonal or temporary workers,,86000000,Don't know (spontaneous),2000000,Don't know (spontaneous),,480000000,700000,0,6000000,Are in some case taken from books and in some case estimates,Increase,20,Don't know (spontaneous),No,No,No,No,,100,70,30,0,0,0,,,,Manufacturing of ,,0,0,300000,400000,0,0,0,,0,,0,0,40,,,Don't know (spontaneous)
657235,657235,2019,Shareholding company with non-traded shares or shares traded privately,0,86,2002,No,No,98,"Production Of Cocoa, Chocolate And Sugar Confectionery",55,4000000000,100,60,70,,,,10,No,10,10,No,,,,Yes,Yes,Yes,324,6,Don't know (spontaneous),No full-time seasonal or temporary workers,,200000000,2000000,3300000000,5000000,,3800000000,,,800000000,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,10,90,5,0,5,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,3700000000
657236,657236,2019,Shareholding company with non-traded shares or shares traded privately,0,34,2006,No,Yes,25,Manufacture Of Plastics And Synthetic Rubber,100,350000000,100,62,60,,,,90,Yes,33,60,No,,,,Yes,Yes,Yes,120,,,No full-time seasonal or temporary workers,,100000000,4500000,50000000,1500000,,350000000,,,250000000,Are in some case taken from books and in some case estimates,Stay the same,,Don't know (spontaneous),Don't know (spontaneous),No,Yes,No,,90,80,20,0,0,0,,,,Manufacturing of ,No,0,0,,,,,,,,,,,40,,,250000000
657237,657237,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2004,Yes,Yes,95,Fiberglass Manufacturing,90,5000000000,90,80,60,,,,60,No,5,5,No,,,,Yes,Yes,No,332,,,10,6,250000000,3000000,3500000000,5000000,,3800000000,,,500000000,Are estimates computed with some precision,Increase,5,Too many to count,No,No,Yes,No,25000000,60,85,0,0,5,10,,,,Manufacturing of ,Yes,0,0,,,,,,,,,,,50,,,3800000000
657238,657238,2019,Shareholding company with shares traded on the stock market,0,99,2002,Yes,Yes,50,Production Of Equipment For Filtering And Cleaning Gases,80,5700000000,65,80,60,,,,100,No,15,20,No,,,,Yes,No,Yes,998,,,No full-time seasonal or temporary workers,,800000000,5000000,3500000000,5000000,,3900000000,,,2000000000,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,100,95,0,0,5,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,No one has a university degree,,,4400000000
657239,657239,2019,Shareholding company with non-traded shares or shares traded privately,0,90,1993,Yes,Yes,40,Production Of Hydraulic And Pneumatic Power Plants And Engines,95,4500000000,40,80,60,,,,90,No,40,50,Yes,100,0,0,Yes,No,No,556,No employees trained,15,20,6,690000000,1000000,1000000000,5000000,,4000000000,55000000,0,170000000,Are estimates computed with some precision,Increase,10,Too many to count,No,Yes,Yes,No,15000000,0,55,0,0,45,0,0,0,0,Manufacturing of ,Yes,0,0,,,,,,0,,0,,,,,,2200000000
657240,657240,2019,Shareholding company with non-traded shares or shares traded privately,0,55,2007,Yes,Yes,100,"Production Of Refractory Products: Bricks, Tiles, Beams",80,4200000000,80,80,60,,,,100,No,10,15,No,,,,Yes,No,No,878,,,No full-time seasonal or temporary workers,,1000000000,3000000,2500000000,5000000,,3800000000,,,3000000000,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,100,90,0,0,10,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,25,,,3600000000
657241,657241,2019,Shareholding company with shares traded on the stock market,0,100,2001,No,Yes,100,Production Of Electrical Distribution And Control Equipment,100,480500000,100,Don't know (spontaneous),60,,,,100,No,10,35,No,,,,Yes,Yes,Yes,160,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),No,No,No,,0,40,30,0,10,0,,,,Manufacturing of ,,0,20,,,,,,,,,,,50,,,Don't know (spontaneous)
657242,657242,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2000,No,Yes,100,Production Of Refined Sunflower Oil,80,4360000000,100,100,45,,,,0,Yes,Don't know (spontaneous),Don't know (spontaneous),Yes,100,0,0,Yes,No,No,286,,,No full-time seasonal or temporary workers,,745000000,1250000,2800000000,2000000,,4380900000,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Are in some case taken from books and in some case estimates,Stay the same,,Don't know (spontaneous),No,No,No,No,,0,100,0,0,0,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,90,,,3800000000
657243,657243,2019,Shareholding company with shares traded on the stock market,0,70,1994,Yes,Yes,Don't know (spontaneous),Production Of Vegetable Oil And Food Products,100,50000000000,60,70,96,,,,100,No,75,50,Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Yes,No,No,4500,,,Don't know (spontaneous),,3700000000,Don't know (spontaneous),40000000000,Don't know (spontaneous),,30000000000,Don't know (spontaneous),Don't know (spontaneous),1500000000000,Are taken directly from establishment records,Stay the same,,1,No,Yes,No,Yes,,100,50,25,0,0,0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Manufacturing of ,No,0,25,,,,,,Don't know (spontaneous),,Don't know (spontaneous),,,20,No employees trained,Don't know (spontaneous),48000000000
657244,657244,2019,Shareholding company with non-traded shares or shares traded privately,0,80,1999,No,Yes,100,Production Of Building Metal Structures And Products,85,640000000,100,95,40,,,,0,No,Don't know (spontaneous),Don't know (spontaneous),No,,,,Yes,No,No,132,,,No full-time seasonal or temporary workers,,45000000,Don't know (spontaneous),20000000,Don't know (spontaneous),,530000000,,,5000000,Are in some case taken from books and in some case estimates,Increase,25,3,No,No,No,No,,0,75,25,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,15,,,300000
657245,657245,2019,Shareholding company with shares traded on the stock market,0,100,2008,No,No,100,Steam Turbine Production,70,1000000000,80,95,40,,,,100,No,0,0,No,,,,Yes,No,Yes,113,,,No full-time seasonal or temporary workers,,65000000,100000,3000000,Don't know (spontaneous),,800000000,,,6000000,Are estimates computed with some precision,Decrease,40,1,No,No,No,No,,100,75,10,0,15,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,5000000
657246,657246,2019,Shareholding company with shares traded on the stock market,0,100,2010,Don't know (spontaneous),Yes,60,Production Of Tempered Glass For Industrial And Transport Purposes,100,250000000,60,90,40,,,,0,Don't know (spontaneous),10,15,Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Yes,No,Yes,150,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,200000000,Don't know (spontaneous),0,Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,Don't know (spontaneous),Yes,No,Yes,Yes,Don't know (spontaneous),0,95,5,0,0,0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Manufacturing of ,Yes,0,0,,,,,,Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),,,Don't know (spontaneous)
657247,657247,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2002,No,Yes,40,Sheet Glass Production,90,5500000000,100,80,70,,,,100,No,50,50,Yes,90,10,0,Yes,Yes,No,306,Don't know (spontaneous),Don't know (spontaneous),No full-time seasonal or temporary workers,,3000000000,2000000,2700000000,2000000,,5150000000,25000000,0,500000000,Are estimates computed with some precision,Increase,10,Too many to count,No,No,Yes,No,,100,65,0,0,30,5,0,0,0,Manufacturing of ,No,0,0,,,,,,0,,0,,,80,,,3500000000
657248,657248,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1997,No,No,65,Production Of Clothing And Accessories,100,680000000,100,70,40,,,,0,Yes,25,15,Yes,60,20,0,Yes,Yes,Yes,106,,,No full-time seasonal or temporary workers,,92000000,800000,157800000,360000,,750000000,600000,0,Don't know (spontaneous),Are taken directly from establishment records,Decrease,30,10,No,No,No,Yes,,0,30,30,20,20,0,20,0,0,Manufacturing of ,No,0,0,,,,,,0,,0,,,25,,,300000000
657249,657249,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2002,No,Yes,90,Primary Refining Of Crude Oil,100,704572000,100,100,40,,,,0,No,5,15,No,,,,Yes,Yes,No,137,,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,683090000,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,15,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),80,0,0,20,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,Don't know (spontaneous),,,Don't know (spontaneous)
657250,657250,2019,Shareholding company with shares traded on the stock market,0,100,2002,No,No,50,Production Of Gas Distribution Systems For The Gas Industry And Accounting Systems For The Oil Industry,100,250000000,80,Don't know (spontaneous),60,,,,100,Don't know (spontaneous),25,70,No,,,,Yes,No,Yes,150,,,No full-time seasonal or temporary workers,,80000000,490000,70000000,Don't know (spontaneous),,220000000,,,800000000,Are estimates computed with some precision,Stay the same,,20,No,No,Yes,No,5000000,100,80,20,0,0,0,,,,Manufacturing of ,Yes,0,0,,,,,,,,,,,Don't know (spontaneous),No employees trained,15,Don't know (spontaneous)
657251,657251,2019,Shareholding company with non-traded shares or shares traded privately,0,99,2011,No,Yes,100,"Production Of Bread And Flour Confectionery, Cakes And Pastries",100,700000000,100,85,45,,,,0,No,60,40,No,,,,Yes,Yes,No,165,No employees trained,20,No full-time seasonal or temporary workers,,Don't know (spontaneous),1400000,Don't know (spontaneous),700000,,750000000,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,10,Don't know (spontaneous),No,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,0,100,0,0,0,0,,,,Manufacturing of ,Don't know (spontaneous),0,0,,,,,,,,,,,Don't know (spontaneous),,,Don't know (spontaneous)
657252,657252,2019,Shareholding company with non-traded shares or shares traded privately,0,90,2013,No,Yes,100,Production Of Milk (Except Raw) And Dairy Products,80,700000000,100,85,40,,,,0,No,15,15,No,,,,Yes,No,No,103,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,500000000,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,15,2,No,No,No,No,,0,80,0,0,20,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,40,,,Don't know (spontaneous)
657253,657253,2019,Shareholding company with shares traded on the stock market,0,100,1999,No,Yes,40,Production Of Concrete Mixing Equipment And Its Components,75,370000000,100,85,80,,,,100,No,Don't know (spontaneous),Don't know (spontaneous),No,,,,Yes,Yes,No,250,,,No full-time seasonal or temporary workers,,100000000,Don't know (spontaneous),120000000,Don't know (spontaneous),,370000000,,,Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,15,No,No,No,No,,100,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous)
657254,657254,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2002,No,Yes,100,Production Of Bread And Bakery Products,75,4500000000,100,85,70,,,,100,No,5,15,Yes,100,0,0,Yes,No,Yes,826,,,No full-time seasonal or temporary workers,,600000000,2000000,3800000000,3000000,,5450000000,20000000,0,900000000,Are estimates computed with some precision,Decrease,5,10,No,No,No,No,,100,97,1,0,1,1,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,4410000000
657255,657255,2019,Shareholding company with shares traded on the stock market,0,100,1974,Yes,Yes,100,Fish Processing,100,890000000,50,90,84,,,,Don't know (spontaneous),No,30,15,No,,,,Yes,Yes,Yes,196,Don't know (spontaneous),Don't know (spontaneous),5,One month or less,90000000,1000000,140000000,Don't know (spontaneous),,875000000,,,4000000000,Are estimates computed with some precision,Stay the same,,Don't know (spontaneous),No,No,No,Yes,,0,80,0,20,0,0,,,,Manufacturing of ,No,0,0,,,,,,,,,,,75,,,Don't know (spontaneous)
657256,657256,2019,Shareholding company with shares traded on the stock market,0,39,2002,No,No,100,Production Of Drinking Milk And Drinking Cream,80,6900000000,100,70,60,,,,20,No,5,50,No,,,,Yes,Yes,Yes,641,Don't know (spontaneous),Don't know (spontaneous),5,3,400000000,3000000,500000000,4000000,,6300000000,,,800000000,Are estimates computed with some precision,Increase,5,Too many to count,No,No,No,No,,20,70,10,0,20,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,20,,,950000000
657257,657257,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2016,Don't know (spontaneous),Yes,100,Cement Production,70,7000000000,100,45,60,,,,40,Yes,1,1,Yes,95,0,0,Yes,Yes,Yes,606,No employees trained,5,10,9,500000000,2500000,4500000000,6000000,,Establishment was not in business in Fiscal Year,4000000,0,10000000000,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,Yes,Yes,200000000,40,70,20,0,10,0,0,0,5,Manufacturing of ,Yes,0,0,,,,,,0,,0,,,30,,,7000000000
657258,657258,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2002,Don't know (spontaneous),Yes,90,Production Of Dairy Products (Yogurts),90,9000000000,100,80,80,,,,0,No,10,10,Yes,100,0,0,Yes,Yes,No,403,Don't know (spontaneous),Don't know (spontaneous),No full-time seasonal or temporary workers,,500000000,5000000,6000000000,5000000,,7000000000,10000000,0,1500000000,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,90,0,0,5,5,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,7000000000
657259,657259,2019,Shareholding company with shares traded on the stock market,0,42,2002,Yes,Yes,95,Manufacture Of Valves And Clacks,30,5500000000,70,80,70,,,,90,No,20,25,Yes,100,0,0,Yes,Yes,Yes,1871,Don't know (spontaneous),Don't know (spontaneous),No full-time seasonal or temporary workers,,1200000000,5000000,650000000,5000000,,6900000000,20000000,15000000,500000000,Are estimates computed with some precision,Stay the same,,5,No,No,No,No,,90,70,15,0,15,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,1900000000
657260,657260,2019,Shareholding company with non-traded shares or shares traded privately,0,36,2003,Yes,Yes,100,Non-Ferrous Scrap Processing,80,450000000,100,80,40,,,,100,No,0,0,No,,,,Yes,No,No,100,,,No full-time seasonal or temporary workers,,380000000,1500000,7000000,Don't know (spontaneous),,370000000,,,10000000,Are estimates computed with some precision,Increase,20,Too many to count,No,No,No,No,,100,60,0,0,40,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,390000000
657261,657261,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2014,No,Yes,100,Production Of Refined Vegetable Oils,70,585000000,30,90,40,,,,0,No,0,0,No,,,,Yes,No,No,101,,,18,5,67000000,370000,13000000,260000,,430000000,,,20000000,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,0,50,0,0,50,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,20,,,81000000
657262,657262,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1992,No,Yes,90,"Production And Preservation Of Fish, Crustaceans, Mollusks, Seafood",95,7500000000,60,80,60,,,,100,No,70,50,No,,,,Yes,No,Yes,1356,,,20,6,600000000,1500000,1500000000,40000000,,6000000000,,,600000000,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,100,30,20,0,30,10,,,,Manufacturing of ,,0,10,,,,,,,,,,,60,,,6000000000
657263,657263,2019,Shareholding company with non-traded shares or shares traded privately,0,99,2002,Yes,Yes,100,Mechanical Processing Of Metal Products,60,1350000000,50,Don't know (spontaneous),45,,,,0,No,20,40,No,,,,Yes,Yes,Yes,490,30,20,No full-time seasonal or temporary workers,,400000000,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,7000000000,Are estimates computed with some precision,Decrease,Don't know (spontaneous),Don't know (spontaneous),Yes,Yes,Yes,No,,0,60,20,0,20,0,,,,Manufacturing of ,No,0,0,,,,,,,,,,,,,,Don't know (spontaneous)
657264,657264,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2004,No,No,100,Lumber Production,100,12000000,100,60,40,,,,100,No,0,0,No,,,,Yes,No,No,8,,,No full-time seasonal or temporary workers,,3800000,200000,8000000,0,,10000000,,,Don't know (spontaneous),Are in some case taken from books and in some case estimates,Increase,15,5,No,No,No,No,,100,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,No one has a university degree,,,Don't know (spontaneous)
657265,657265,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2015,No,No,100,Production Of Metal Doors And Windows,100,570000000,100,80,45,,,,100,No,Don't know (spontaneous),Don't know (spontaneous),No,,,,Yes,Yes,Yes,109,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,590000000,,,Don't know (spontaneous),Are estimates computed with some precision,Don't know (spontaneous),,Don't know (spontaneous),No,Don't know (spontaneous),No,No,,0,50,30,20,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,Don't know (spontaneous)
657266,657266,2019,Shareholding company with non-traded shares or shares traded privately,0,99,2002,Yes,Yes,60,Lift Production,80,13000000000,100,80,70,,,,0,No,30,15,No,,,,Yes,Yes,No,1704,,,No full-time seasonal or temporary workers,,1500000000,7000000,10000000000,10000000,,9900000000,,,5000000000,Are estimates computed with some precision,Increase,10,15,No,No,No,No,,0,80,0,0,20,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,12000000000
657267,657267,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2003,Yes,Yes,90,"Production Of Aluminum Cans For Beer, Carbonated Drinks, Juices And Mineral Water",90,2500000000,60,90,60,,,,100,No,5,10,Yes,80,0,0,Yes,Yes,Yes,356,40,20,10,6,300000000,2500000,1200000000,4000000,,2400000000,20000000,0,1500000000,Are estimates computed with some precision,Increase,5,6,No,No,No,No,,100,50,40,0,5,5,10,0,10,Manufacturing of ,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,1550000000
657268,657268,2019,Shareholding company with non-traded shares or shares traded privately,0,25,2017,Yes,No,90,Production Of Bituminous Mixtures Based On Natural Asphalt Or Bitumen,100,Don't know (spontaneous),70,80,36,,,,0,No,30,20,Yes,40,50,0,Yes,Yes,Yes,105,,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Establishment was not in business in Fiscal Year,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Are estimates computed with some precision,Increase,20,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),40,10,0,50,0,10,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,Don't know (spontaneous)
657269,657269,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2016,No,Yes,20,"Production Of Mineral Heat And Sound Insulating Materials And Products (Pierced Mats, Insulating Stone Wool Slabs, Sound-Absorbing Panels)",95,12000000000,65,80,60,,,,100,No,30,65,No,,,,Yes,No,Yes,1500,15,5,20,12,1000000000,5000000,9000000000,8000000,,Establishment was not in business in Fiscal Year,,,740000000,Are estimates computed with some precision,Increase,10,10,No,No,Yes,No,5000000,100,30,5,0,40,15,,,,Manufacturing of ,Yes,0,10,,,,,,,,,,,38,,,10500000000
657270,657270,2019,Shareholding company with non-traded shares or shares traded privately,0,75,2012,No,Yes,80,Production Of Unrefined Vegetable Oils,100,Don't know (spontaneous),60,100,40,,,,50,No,0,0,No,,,,Yes,Yes,No,151,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,50,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,Don't know (spontaneous),,,Don't know (spontaneous)
657271,657271,2019,Shareholding company with shares traded on the stock market,0,100,1982,No,Yes,100,"Production Of Crackers, Cookies, Flour Confectionery, Cakes, Pastries, Pies And Biscuits Of Long-Term Storage",100,1700000000,100,70,60,,,,100,No,0,0,No,,,,Yes,No,Yes,535,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,1300000000,,,Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,1,No,No,No,Yes,500000,70,60,40,0,0,0,,,,Manufacturing of ,Yes,0,0,,,,,,,,,,,20,,,Don't know (spontaneous)
657272,657272,2019,Shareholding company with non-traded shares or shares traded privately,0,40,1993,No,Yes,30,Manufacture Of Outerwear,90,515715000,100,90,50,,,,0,Yes,50,30,Yes,40,20,0,Yes,Yes,Yes,450,40,No employees trained,No full-time seasonal or temporary workers,,157722000,480000,330700000,275000,,503322000,299564000,0,2189548000,Are estimates computed with some precision,Increase,3,3,Yes,No,No,No,,0,50,30,0,20,0,40,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,50,,,507560000
657273,657273,2019,Shareholding company with shares traded on the stock market,0,9,1995,No,Yes,70,"Production Of Agricultural Machinery (Agricultural Tractors, Silage Rammer), Construction Equipment (Front Loaders, Wheel Dozers), Tractors And Special Equipment (Industrial Tractors, Snow Plows, Welding Units, Support Truck).",80,1500000000,60,80,40,,,,100,No,0,0,No,,,,Yes,No,No,139,,,No full-time seasonal or temporary workers,,120760000,5300000,480000000,4800000,,1200000000,,,50000000,Are in some case taken from books and in some case estimates,Increase,20,2,No,No,No,No,,100,80,0,0,20,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,180000000
